No,R,dR,VE,PE,DE,Xp,dXp,Fw,Ec,I1,Tm,Ss,Cp,Hmix,absHmix,Sc,B,G,v,c11,c12,c44,dB,dG,2G/1-v,H-TS,Fw6,B/G,R dR,R VE,R DE,R v,R dG,dR Ec,dR Tm,VE^2,VE DE,VE Xp,VE Fw,VE I1,VE Ss,VE Cp,VE B,VE G,VE v,VE c11,VE c12,VE c44,DE^2,DE Xp,DE Fw,DE Ec,DE I1,DE Tm,DE Ss,DE Cp,DE Sc,DE B,DE G,DE v,DE c11,DE c12,DE c44,Xp G,dXp dG,Fw I1,Fw Cp,Fw G,Fw c44,I1^2,I1 Cp,I1 G,I1 c44,Ss G,Ss c44,Cp G,Cp c44,G^2,G c12,G c44,c12 c44,c44^2,HV
M-165,140.24,0.038738703,5,0,3.2,1.726,0.185530082,4.346,6.946,7.14976,2769,34.02,24.86,-3.68,4.64,-1.609437912,192.8,64,0.356,296,143.6,58.2,0.32206829,0.69856158,198.757764,33.37384844,6.738113651,3.0125,0.474230714,0.188439881,0.240376354,0.779184763,0.857597291,0.591910458,0.631918143,0.125891691,0.128478524,0.222268566,0.171095713,0.204958974,0.249461066,0.186342819,0.391993574,0.15744864,0.262097571,0.357070588,0.324055139,0.186416445,0.117443869,0.225955492,0.19936492,0.547209968,0.217640023,0.531532053,0.26806941,0.219516666,0.730534067,0.340432103,0.146470528,0.265899337,0.293467487,0.285569695,0.162576328,0.266122932,0.862286657,0.310439627,0.194687082,0.234978619,0.296544355,0.427300497,0.449960217,0.263674338,0.307315791,0.349775752,0.394658886,0.259691071,0.312687884,0.143281531,0.281110189,0.161384121,0.29980897,0.177071189,447
M-166,142.4,0.025864251,5,0,3.25,1.75,0.2022728,4.3575,7.355,7.25015,2913.75,35.3,24.85,-4.5,6,-1.386294361,196.25,72.5,0.34,301,146.75,68.75,0.351562354,0.637660707,219.6969697,29.08488618,6.845802642,2.706896552,0.302933129,0.206152014,0.260603885,0.702926997,0.770072313,0.404119488,0.428155514,0.125891691,0.132259528,0.232379917,0.173072774,0.215397182,0.290923727,0.185986421,0.405051259,0.195347782,0.211534663,0.367973241,0.337968014,0.242377448,0.123156636,0.240013005,0.208046559,0.623616833,0.231915327,0.593102557,0.302550647,0.22773403,0.799059239,0.358075379,0.179944386,0.246836854,0.307951013,0.302685108,0.211006158,0.342388158,0.857892805,0.359265569,0.20716019,0.301750226,0.393441532,0.50309972,0.516555704,0.339866579,0.412724243,0.468166529,0.552472262,0.331893291,0.416146535,0.199502671,0.349927539,0.234288744,0.389714407,0.264880515,448
M-167,138.55,0.034321619,5.25,0,3.5,1.7725,0.19328137,4.35,7.47,7.230175,2975.5,34.85,24.8,-4.5,4.5,-1.386294361,212.75,64.75,0.3775,321,158.75,59.75,0.250034346,0.771534462,208.0321285,29.79663795,6.775409391,3.285714286,0.407905041,0.231387705,0.292497708,0.899281498,0.966705196,0.561671122,0.599069541,0.160219699,0.164398064,0.27919758,0.209175626,0.250908692,0.332791295,0.228397812,0.507762246,0.175227796,0.389689907,0.446581364,0.426027676,0.21048498,0.153049024,0.284183372,0.244287521,0.725759261,0.268297488,0.688616408,0.345203602,0.268719028,0.762224478,0.448449312,0.170170997,0.367370827,0.37570406,0.380007861,0.192371789,0.286130877,1,0.345992741,0.186370819,0.241198009,0.311035639,0.487933421,0.492978789,0.275507928,0.327655641,0.374341443,0.430791398,0.264751758,0.32651003,0.147960569,0.332814924,0.169719613,0.358366399,0.189057488,493
M-168,140.865258,0.020917483,5.33328,0,3.66663,1.8199818,0.210997697,4.366623,8.1899181,7.390759425,3237.30096,36.832965,24.766419,-6.666533334,6.666533334,-1.098611302,223.99776,76.33257,0.3633297,335.99664,167.99832,74.33259,0.255156458,0.69208465,239.7868096,22.90428044,6.932249543,2.934497817,0.230824523,0.270561636,0.338015103,0.842592719,0.851786316,0.359059893,0.379326235,0.172026867,0.182246891,0.312973499,0.224680017,0.281240128,0.420109167,0.241842915,0.56658259,0.235122235,0.361794365,0.49312006,0.481276875,0.298271102,0.174202658,0.324349518,0.271074416,0.902786359,0.305743221,0.835819836,0.422142793,0.295935747,0.849783221,0.513338246,0.228005887,0.373471701,0.426303277,0.439323618,0.274949034,0.398381771,0.978163962,0.42316757,0.20004328,0.332501262,0.445388258,0.611043347,0.595606911,0.382994508,0.47792484,0.546367882,0.662297882,0.362360071,0.468556851,0.22714255,0.453671533,0.274204333,0.514259469,0.317249964,411
M-169,148.295637,0.058856706,4.39389,0,2.69694,1.5027111,0.078178539,4.2332904,6.1402491,6.740950707,2264.22045,34.778493,25.020963,0.404072323,1.065162571,-1.303361657,131.72553,37.57545,0.3593898,198.72459,101.30175,28.42407,0.271840583,0.436463906,117.3114321,24.94097762,5.755305351,3.505627478,0.796871484,0.107086602,0.169995784,0.949464301,0.451451492,0.811778966,0.797947007,0.04961679,0.065714726,0.051449696,0.063495886,0.077487766,0.137465709,0.083980677,0.100400337,0.01931955,0.135133635,0.092430065,0.08299471,0.010197354,0.064895007,0.100141317,0.114473893,0.28892844,0.119529177,0.253014771,0.179418972,0.13756728,0.904318229,0.119004523,0.034118613,0.171173696,0.101635773,0.102485866,0.019904451,0.015178903,0.188629098,0.072126065,0.085531883,0.024496489,0.021045514,0.129545028,0.200475079,0.034944586,0.019877168,0.079977786,0.044569112,0.036531901,0.02173211,0.013221329,0.025406286,0.00761038,0.015373532,0.00796504,292
M-170,149.960367,0.048607328,4.33317,0,2.66658,1.4899452,0.077690433,4.2265029,6.2230836,6.74003358,2271.58014,35.365143,25.032321,0.888871111,0.888871111,-1.098608342,126.99591,38.33193,0.3533196,190.99377,98.33034,29.66559,0.268721757,0.443917915,118.5498432,21.63834517,5.700159758,3.313058069,0.655985504,0.104149417,0.169904795,0.933701761,0.473987063,0.671479311,0.652022481,0.042517998,0.061248404,0.039100245,0.053646451,0.068893383,0.140253451,0.073502164,0.078832357,0.020208062,0.10471666,0.072558667,0.066187368,0.014073577,0.06201052,0.093325297,0.109475679,0.290499228,0.115205369,0.248048124,0.18241041,0.13261616,0.966553223,0.104949893,0.03507035,0.156069884,0.089205536,0.091677608,0.023091214,0.018187637,0.191211804,0.067463019,0.079260961,0.029697235,0.031546017,0.128896744,0.201948305,0.040614663,0.030557103,0.095102206,0.065961678,0.043170875,0.034151384,0.016003793,0.023636328,0.011609454,0.017326819,0.012693373,372
M-171,126.506432,0.013622572,7.84607,0,6.15378,1.7992125,0.053330621,4.703798,4.2707261,7.526039839,1889.51997,27.253567,24.561289,-3.124185799,3.124185799,-1.285286972,208.22897,109.99868,0.3299968,360.91968,151.92154,100.6143,0.214520904,0.303319075,328.3527004,17.06820437,10.83158417,1.893013353,0.111067847,0.66630393,0.71568405,0.365991073,0.129450002,0.089608225,0.111248581,0.61567118,0.616726991,0.684588803,0.692913556,0.689511346,0.53278964,0.673963988,0.898994368,0.641717045,0.773527469,0.946599277,0.742754959,0.715183571,0.606864325,0.700707402,0.712028609,0.731962268,0.706897727,0.811319084,0.614284654,0.705517406,0.437281952,0.902610021,0.659147429,0.762821308,0.887651364,0.752696639,0.726220614,0.672506774,0.06201474,0.71708918,0.580221851,0.657914054,0.754287477,0.716852952,0.6452567,0.678239723,0.744036621,0.604111634,0.663784123,0.640500691,0.717830412,0.531109736,0.638300191,0.586378596,0.659523627,0.618699988,140
M-172,126.76,0.013125994,8.65,0,7.1,1.82675,0.051343638,4.71125,4.1025,7.5761575,1762.82325,28.7075,24.5925,4.6125,8.6625,-1.572747898,189.05,100.575,0.3305,316.5,146.625,96.9,0.267203515,0.427338612,300.4480956,27.66425637,10.93495255,1.879691772,0.105243338,0.836694129,0.890834472,0.37344095,0.322471299,0.079298126,0.094635441,0.793328645,0.815335753,0.826538716,0.825152599,0.82434665,0.756211706,0.816633997,0.900132412,0.647884713,0.943954177,0.905572128,0.810172078,0.766909742,0.829015544,0.86309753,0.865556896,0.86169471,0.863003577,0.901149238,0.82673046,0.864786844,0.091104809,0.954103368,0.699516764,0.938855136,0.899839772,0.857001425,0.815837098,0.606583343,0.102688183,0.74454302,0.597212309,0.580885177,0.719490741,0.756539694,0.685584937,0.604475768,0.714465064,0.569831532,0.677788236,0.562218213,0.682945334,0.434954556,0.545005266,0.509876844,0.603576615,0.570601547,170
M-173,128.785,0.0363499,7.75,0,5.975,1.748,0.078065666,4.5875,3.97425,7.5103675,1799.1,28.4375,25.02,-3.3525,4.1625,-1.572747898,219.425,118.575,0.3215,364.425,168.225,118.5,0.251841141,0.289520844,349.5210022,20.17363337,9.320870273,1.850516551,0.400666163,0.675332902,0.702706867,0.34869585,0.116182414,0.295113922,0.364515551,0.595599317,0.586830762,0.636581184,0.64638546,0.671949967,0.575270924,0.682484809,0.949533038,0.691564588,0.711870433,0.943325287,0.841476046,0.851981075,0.568453567,0.647004971,0.659673716,0.616434107,0.676851503,0.722529166,0.627237074,0.69431471,0.279155106,0.927713016,0.693438938,0.701640098,0.867322682,0.821730826,0.841938235,0.715995752,0.107348359,0.628098393,0.541508089,0.704846703,0.900439358,0.704496538,0.729357496,0.748426426,0.913996641,0.720069373,0.885453732,0.731372639,0.913073206,0.626099163,0.791995424,0.759075997,0.900919282,0.875640238,157
M-174,127.446148,0.038943446,8.3331,0.08333,6.49982,1.8241128,0.059485167,4.7940264,4.1815438,7.447411827,1718.385459,28.607488,24.965929,-5.194148892,9.527162232,-1.676208875,159.49457,123.58037,0.32249,299.65744,145.32911,102.1639,0.400759217,0.484399306,364.8075158,18.75471206,12.13954831,1.290614116,0.428262427,0.780191596,0.787593659,0.333323996,0.414907963,0.338889881,0.37424048,0.721230525,0.705666214,0.775908389,0.797535255,0.752109239,0.691874506,0.78326413,0.668350342,0.790415654,0.835570322,0.800623376,0.759587301,0.780867631,0.684427794,0.76782471,0.787507667,0.772895491,0.750600015,0.764956318,0.721541052,0.78106744,0.119955671,0.695561785,0.796346793,0.799273704,0.760167935,0.762249355,0.784664107,0.800367718,0.151182674,0.745474765,0.794149977,0.790549567,0.78858119,0.655120469,0.67500146,0.781804945,0.74868331,0.770698544,0.72754141,0.772020051,0.749233504,0.684831645,0.697603643,0.676556875,0.636777006,0.63930137,280
M-175,128.86,0.041513502,8.2,0,6.2,1.769,0.082286274,4.595,3.921,7.72921,1702.2,29.78,25.47,-3.36,3.36,-1.313834033,211.7,112.8,0.302,327,177.3,123,0.259844974,0.319045492,323.2091691,15.23461674,9.412675665,1.87677305,0.466076687,0.771385556,0.745147814,0.222967461,0.162933083,0.338724868,0.398154071,0.691751231,0.655399274,0.71737088,0.719480841,0.779548543,0.729495014,0.789040754,0.976326838,0.696918399,0.702247679,0.881008452,0.974082302,0.94769826,0.616978876,0.691795648,0.69644519,0.642140331,0.740458955,0.702711479,0.713848679,0.75146969,0.412156973,0.928961541,0.683529128,0.674572209,0.797335591,0.914214121,0.912976682,0.680091937,0.133110384,0.727870446,0.657604273,0.659512746,0.945243545,0.879368071,0.975424591,0.727503959,0.991728453,0.716104346,0.988951987,0.699235734,0.979494494,0.561352634,0.794472731,0.748846371,0.99818183,0.946890281,147
M-176,126.64,0.013352622,8.725,0,7.15,1.831375,0.05084858,4.735625,4.12125,7.57969875,1760.888625,28.77375,24.67625,3.878125,8.340625,-1.601059295,183.825,105.9875,0.32825,314.25,147.3125,98.85,0.291639227,0.44681205,315.5563826,27.3190876,11.2788242,1.734402642,0.107898992,0.850568633,0.898734049,0.357041974,0.351976658,0.082108777,0.09702188,0.810785693,0.829987145,0.84148324,0.844614293,0.836805315,0.773905208,0.83498962,0.876356545,0.696723051,0.947213115,0.907362888,0.825185008,0.792669043,0.841636774,0.873741733,0.879528096,0.877152796,0.871440874,0.908663299,0.837961792,0.877199019,0.061232594,0.930491922,0.747002541,0.939098991,0.899717326,0.869035892,0.840297759,0.654809569,0.10818174,0.763469283,0.648483789,0.630525553,0.743582438,0.759353872,0.705424241,0.650807513,0.733827587,0.620167377,0.6998683,0.610899334,0.705186246,0.489129374,0.586157432,0.55219587,0.621950734,0.595627572,167
M-177,128.5525,0.036166759,7.875,0,6.0875,1.757,0.078376793,4.61875,4.000125,7.51756375,1795.15,28.51875,25.08,-3.793125,4.515625,-1.601059295,212.5125,122.9875,0.31975,359.5125,167.7125,119.25,0.286089589,0.308981159,361.5950018,20.10392528,9.708379274,1.727919504,0.397533761,0.698731266,0.721551926,0.333554047,0.145926312,0.295609236,0.361498931,0.621763957,0.611525446,0.660964286,0.674563951,0.692651004,0.602445366,0.708145482,0.929089009,0.735768642,0.728560142,0.94632011,0.856486215,0.873961019,0.592492029,0.668517972,0.683751798,0.64398885,0.695406087,0.740564175,0.648968479,0.71590184,0.242032726,0.912995523,0.737094258,0.715862062,0.872497088,0.837262167,0.865239334,0.75698378,0.118744939,0.65327248,0.596019864,0.747421203,0.915329291,0.71016702,0.746701828,0.786521346,0.922306904,0.762059,0.896406533,0.771755276,0.923324723,0.677748209,0.824256154,0.794679457,0.904296981,0.887330851,165
M-178,128.62204,0.041124132,8.29992,0,6.29994,1.7768158,0.081664386,4.625788,3.9497947,7.724170942,1703.61634,29.786369,25.504746,-3.626601334,3.626601334,-1.356526922,205.21442,117.5323,0.3013303,324.16334,176.28154,123.49878,0.291256182,0.340765069,336.4459629,15.58822006,9.797479219,1.746025731,0.460206345,0.789262744,0.761551164,0.214985105,0.196138906,0.337908986,0.394293213,0.713837329,0.677313944,0.737730844,0.744053829,0.794739081,0.749115143,0.809236783,0.951591624,0.741994914,0.71780676,0.884990008,0.982264556,0.965128382,0.639107994,0.711135034,0.718711734,0.668266444,0.755923375,0.720816019,0.731594294,0.770235351,0.369615511,0.912292152,0.728146212,0.689043426,0.804243646,0.925321206,0.933072382,0.723264661,0.144224683,0.748038651,0.706242674,0.704345917,0.957904278,0.875284995,0.979273222,0.767793516,0.995867444,0.760016658,0.994474872,0.74196201,0.986216125,0.614169811,0.828636687,0.785930051,0.996242804,0.954951102,138
M-179,128.38408,0.040644437,8.39984,0,6.39988,1.7846316,0.080809037,4.656576,3.9785894,7.719131884,1705.03268,29.792738,25.539492,-3.839861334,3.839861334,-1.379285819,198.72884,122.2646,0.3006606,321.32668,175.26308,123.99756,0.319632495,0.353515403,349.6574053,15.7135761,10.19530383,1.625399666,0.45321882,0.807061943,0.777885949,0.207018852,0.215148877,0.336183796,0.389441754,0.736190924,0.699530672,0.758222416,0.768838368,0.809908679,0.768743519,0.829482306,0.925875322,0.787914754,0.733281254,0.888724346,0.990267021,0.982664248,0.661590966,0.730608082,0.74118806,0.694654857,0.771366766,0.738949185,0.749347398,0.789048157,0.339726118,0.894525934,0.773790471,0.703440032,0.810887223,0.936228252,0.953297882,0.766781155,0.149437648,0.768177704,0.754991207,0.749694169,0.970628818,0.871204583,0.983112231,0.808029673,1,0.803947654,1,0.784801039,0.992951466,0.669157301,0.862342835,0.823286969,0.994251025,0.963044544,142
M-180,129.0175,0.036441693,7.625,0,5.8625,1.739,0.077399395,4.55625,3.948375,7.50317125,1803.05,28.35625,24.96,-2.838125,3.740625,-1.515494886,226.3375,114.1625,0.32325,369.3375,168.7375,117.75,0.212600069,0.258972491,337.3845586,19.88135479,8.94633742,1.982590605,0.402653054,0.651839212,0.683786397,0.363878765,0.068848949,0.293737013,0.366489533,0.569853311,0.562561441,0.612387669,0.618475591,0.651286341,0.548228079,0.656931055,0.968668932,0.64834424,0.694904207,0.939794872,0.826352696,0.830200045,0.544863491,0.625665229,0.635835323,0.58914469,0.658330724,0.704404286,0.605613221,0.672819225,0.33363346,0.941114561,0.650861744,0.687198665,0.861632694,0.806086173,0.818856842,0.675376828,0.089305599,0.602966563,0.487189343,0.66275968,0.885646809,0.698831487,0.712036897,0.71040261,0.905700198,0.678301988,0.874543968,0.69117155,0.902857284,0.576337011,0.759519888,0.723855632,0.897501668,0.864023384,229
M-181,129.09408,0.041816618,8.09984,0,6.09988,1.7611316,0.082675138,4.564076,3.8920894,7.734016884,1700.73268,29.772738,25.434492,-3.039885334,3.039885334,-1.242193919,218.17884,108.0646,0.3026606,329.82668,178.31308,122.49756,0.224326614,0.28392766,309.9340149,14.52565822,9.038933796,2.018966803,0.470859104,0.753328025,0.728608286,0.23084724,0.108453538,0.33867622,0.401057383,0.669880546,0.633742469,0.697071009,0.695043864,0.764259355,0.709789976,0.768806712,1,0.65263969,0.686511513,0.8767099,0.965643961,0.930311242,0.595164714,0.672535351,0.674332141,0.616212369,0.724914874,0.684573164,0.696046978,0.732688542,0.472582611,0.944466084,0.639897561,0.659965075,0.790106968,0.902843208,0.892953007,0.637211193,0.113501461,0.707474699,0.608718921,0.615143664,0.932577303,0.8832655,0.971242076,0.687106069,0.987510371,0.672152199,0.983354239,0.656566944,0.972712834,0.510673306,0.759797101,0.711991057,1,0.938803291,141
M-182,128.7649,0.040728384,7.8881,0.1111,6.2216,1.794265,0.061506401,4.619538,3.989601,7.39241624,1673.945144,28.54159,24.39756,0.88871112,11.3557532,-1.581035636,186.5369,82.4362,0.338855,296.8592,137.2085,86.2136,0.288180328,0.421907811,249.3740405,22.89359182,9.718321531,2.262803235,0.455792489,0.704240839,0.748307215,0.46126844,0.324395383,0.338047417,0.3822697,0.624530247,0.628729627,0.687672303,0.676858079,0.674170291,0.606032921,0.672116421,0.776095176,0.451960631,0.826456805,0.73284361,0.645874827,0.599160931,0.62173166,0.708514004,0.705032832,0.665451436,0.700197281,0.68865353,0.672303856,0.709910117,0.232454229,0.800369726,0.481029999,0.806014307,0.713158178,0.672870244,0.618454742,0.440153144,0.13097238,0.599511235,0.434760007,0.416466301,0.598469058,0.612327617,0.521796382,0.433654479,0.59052947,0.404196463,0.564407103,0.403763664,0.572357183,0.274099659,0.381823072,0.357154027,0.480068126,0.442307205,207
M-183,128.011706,0.039136404,8.27234,0.0909,6.54516,1.8153648,0.060220468,4.71613,4.071618,7.437653542,1683.829829,28.789472,24.707858,-1.52029522,10.77566053,-1.767719932,169.90103,103.44977,0.3299833,293.0772,141.1751,94.54104,0.353702391,0.527342715,308.7975867,23.22814288,11.00308853,1.642352902,0.432837062,0.775164729,0.80125946,0.39099913,0.485422813,0.330565274,0.367721157,0.707714379,0.705365833,0.760471766,0.765363469,0.741020582,0.690366577,0.757234364,0.726178764,0.635220086,0.862364007,0.768944119,0.721431945,0.707384874,0.69490491,0.77000206,0.77753718,0.748746321,0.756316273,0.749964262,0.736179416,0.777285207,0.048219789,0.759309774,0.659351171,0.834760323,0.746415696,0.742007191,0.725736239,0.625514601,0.171941229,0.686644809,0.63139437,0.605717831,0.697360459,0.647504262,0.615554908,0.612818703,0.674819437,0.598039093,0.656611563,0.590549674,0.664314365,0.46337521,0.538247953,0.51187553,0.55886531,0.540993409,208
M-184,128.674878,0.046895717,8.12234,0.0877,6.38564,1.8056676,0.065761263,4.7024864,4.098842,7.416123374,1692.892523,28.855872,24.721082,-4.14736871,12.76456048,-1.857662428,167.90213,101.95919,0.3278715,289.66728,139.13194,93.04728,0.357061253,0.531128664,303.3919556,22.00026075,10.81347522,1.646758178,0.533128359,0.752507552,0.777927381,0.388326596,0.495648068,0.408850897,0.453876567,0.674770181,0.670921645,0.730890277,0.737229463,0.714183742,0.665883541,0.731582466,0.694597411,0.610586123,0.820238625,0.737693581,0.688066218,0.679469104,0.658365851,0.739926868,0.74892143,0.727068572,0.728675364,0.728654966,0.711655496,0.751102641,0.01714766,0.725578463,0.63109455,0.797903888,0.714451093,0.707056927,0.693682129,0.608344747,0.19431274,0.667598018,0.617243008,0.590832906,0.680087454,0.630735583,0.603630418,0.5979482,0.658030507,0.586836673,0.643607474,0.578384574,0.650203834,0.448539008,0.518359836,0.494903653,0.538044927,0.522622016,272
M-185,128.65577,0.036861173,7.68636,0.07462,5.9103,1.7821862,0.068417536,4.6416536,4.2934578,7.314255866,1774.504178,28.809586,24.742544,-5.729029308,13.03541381,-1.921149314,171.53261,90.29613,0.3461089,290.02208,139.35436,80.47544,0.318070341,0.630028642,276.1809421,22.61582858,10.00083724,1.89966735,0.406646217,0.660262524,0.689594465,0.506548855,0.650991273,0.327977328,0.364599855,0.582439198,0.573558583,0.649348848,0.650659197,0.630664104,0.582074846,0.655933856,0.660309224,0.491004392,0.818490289,0.683807431,0.635993073,0.533919106,0.554831869,0.654615972,0.660466382,0.690695805,0.64250755,0.696059023,0.629350505,0.672193726,0.07111743,0.676205742,0.503608869,0.771115006,0.651202412,0.643360757,0.539357081,0.500623128,0.252006399,0.580785399,0.54496042,0.484177311,0.547096529,0.552055623,0.538736028,0.490807469,0.528168068,0.481229009,0.514190169,0.480193009,0.527967812,0.339886703,0.442245276,0.366385896,0.44815493,0.379597439,576
M-186,128.738496,0.036501714,7.60831,0.07246,5.82579,1.7777369,0.069096979,4.6316518,4.3228293,7.29768907,1786.506622,28.811603,24.746589,-6.140979203,13.19759775,-1.913433427,171.74505,88.54618,0.3482436,289.60868,139.10897,78.60464,0.313121743,0.643319564,271.7155674,22.28098739,9.872233399,1.93960993,0.402414132,0.644826436,0.674615894,0.521879335,0.672534377,0.326855043,0.363324152,0.566447383,0.556857476,0.634775754,0.635586158,0.616171371,0.567606696,0.642388015,0.651398349,0.472846891,0.811681779,0.672563962,0.624735914,0.512155597,0.537262816,0.639511782,0.645108071,0.681958022,0.627587395,0.687965441,0.615095902,0.658159193,0.093150617,0.664987664,0.484251295,0.761743539,0.638646223,0.63038338,0.516312479,0.484298879,0.261505915,0.566702677,0.533186343,0.468254041,0.5274229,0.539362717,0.528282074,0.474834251,0.508981997,0.46565824,0.495214035,0.465470372,0.509786242,0.324721649,0.429631322,0.34864672,0.43361709,0.360085581,578
