No,R,dR,VE,PE,DE,Xp,dXp,Fw,Ec,I1,Tm,Ss,Cp,Hmix,absHmix,Sc,B,G,v,c11,c12,c44,dB,dG,2G/1-v,H-TS,Fw6,B/G,R dR,R VE,R DE,R v,R dG,dR Ec,dR Tm,VE^2,VE DE,VE Xp,VE Fw,VE I1,VE Ss,VE Cp,VE B,VE G,VE v,VE c11,VE c12,VE c44,DE^2,DE Xp,DE Fw,DE Ec,DE I1,DE Tm,DE Ss,DE Cp,DE Sc,DE B,DE G,DE v,DE c11,DE c12,DE c44,Xp G,dXp dG,Fw I1,Fw Cp,Fw G,Fw c44,I1^2,I1 Cp,I1 G,I1 c44,Ss G,Ss c44,Cp G,Cp c44,G^2,G c12,G c44,c12 c44,c44^2,HV
M-137,127.5572,0.040123394,7.764,0.091,5.902,1.79907,0.061245149,4.73653,4.21516,7.3977924,1773.145043,27.7723,24.766,-8.214676,8.214676,-1.564504693,177.349,117.046,0.3265,322.724,145.794,99.614,0.362815582,0.448967938,347.5753526,14.85052641,11.291763,1.515207696,0.443421471,0.662656182,0.678708613,0.360974788,0.360343983,0.353853623,0.401221568,0.598508939,0.579524017,0.672053445,0.688378025,0.6559607,0.54439104,0.670924846,0.704573822,0.68245889,0.739250879,0.804353706,0.689716059,0.698184428,0.553095151,0.661876258,0.678241619,0.668011445,0.651533527,0.69375855,0.591926617,0.671739407,0.29652828,0.704046297,0.674239513,0.705006967,0.740109127,0.679571747,0.685551874,0.731354043,0.141887521,0.68316138,0.67151543,0.723281406,0.751286209,0.616496896,0.600308675,0.720816542,0.71804223,0.682460321,0.67240426,0.708062874,0.716178551,0.608642165,0.655086199,0.6206426,0.619940458,0.605568583,128
M-138,147.28009,0.061047806,4.5275,0,2.8888,1.557405,0.137222605,4.263496,6.196301,6.76964997,2316.6145,34.26781,24.94187,-0.58739104,1.82126768,-1.48172833,142.5831,44.7791,0.35441,221.5053,106.0241,34.8901,0.348739318,0.638500651,138.7230285,27.95290624,6.006135962,3.184143942,0.822613772,0.132040852,0.20678113,0.893972377,0.809605449,0.851971921,0.850058288,0.065584999,0.084301906,0.089232771,0.087645798,0.0989193,0.152590751,0.105257348,0.150933572,0.052880338,0.151232882,0.148989213,0.113837447,0.045283249,0.083878755,0.138327606,0.145135564,0.349997007,0.14826172,0.312247568,0.209995791,0.168604128,0.822977074,0.166926046,0.064545487,0.201588322,0.150117669,0.134989849,0.051324125,0.076866547,0.566051239,0.102753039,0.107077186,0.080791332,0.080101882,0.149876083,0.205494797,0.090752096,0.076963335,0.150541803,0.117686567,0.097116328,0.084628148,0.041968047,0.070107699,0.036220633,0.057938463,0.034805757,442
M-139,144.75701,0.069517306,4.605,0,2.9071,1.569412,0.125697382,4.270168,6.053102,6.76735294,2296.3445,33.40139,24.93977,-0.86489984,1.730544,-1.542577741,148.5174,42.3698,0.365158,230.3758,110.1002,31.8112,0.31935132,0.630416364,133.4814017,28.58746963,6.062751533,3.505265543,0.927566105,0.131705344,0.200092984,0.927398985,0.775623159,0.953253128,0.966364638,0.075066479,0.088962424,0.104062004,0.100063305,0.109609549,0.143947673,0.118966736,0.179984188,0.04608128,0.19987523,0.174290045,0.137676878,0.033110429,0.085757591,0.143752631,0.148456459,0.336192614,0.150708741,0.310575769,0.19886679,0.171661159,0.801294248,0.183730309,0.057829411,0.222619041,0.164037237,0.148540551,0.040501959,0.061793248,0.506962596,0.106075151,0.115181621,0.063133904,0.053271549,0.148245648,0.203529696,0.072381823,0.050184628,0.113573867,0.070697186,0.076482226,0.054229423,0.031793834,0.066178045,0.023804543,0.047721636,0.021341408,435
M-140,146.716769,0.061947375,4.60525,0,3.00002,1.5892087,0.155864219,4.281544,6.2296939,6.787192583,2347.22785,33.978501,24.899731,-1.080514952,2.188481712,-1.521257496,148.86961,48.94885,0.3515738,234.68759,108.76319,38.63299,0.371154897,0.673602197,150.9773973,28.60838583,6.160308603,3.041330082,0.832168464,0.146566102,0.227957932,0.862863595,0.868135171,0.870174304,0.875478693,0.075097325,0.095445283,0.111777059,0.101901348,0.111544726,0.16122005,0.117696856,0.181240106,0.073108953,0.160393596,0.182974865,0.132262128,0.066447275,0.095480625,0.161311283,0.163145865,0.385969916,0.165079797,0.34758834,0.227311908,0.186577225,0.792858046,0.196300693,0.083538076,0.21881636,0.180056331,0.154652135,0.070995798,0.114279978,0.688628833,0.121289316,0.12096152,0.113777239,0.114702971,0.162346109,0.209659501,0.123318161,0.110271044,0.190440415,0.159031231,0.13206754,0.120906622,0.060905746,0.097472177,0.055245503,0.084037439,0.052847824,439
M-141,144.365223,0.069192177,4.66662,0,2.99997,1.5955396,0.142953568,4.2844016,6.0866058,6.781109966,2322.75455,33.188557,24.899751,-1.185161482,1.975269136,-1.581087939,153.55402,45.99954,0.3622186,241.1087,112.2211,35.11076,0.338211247,0.675356366,144.2486093,29.34966686,6.185018984,3.338164251,0.920304234,0.143335665,0.217777996,0.898733045,0.851875383,0.954087108,0.973266851,0.082720014,0.098226255,0.122484444,0.111394462,0.119616319,0.150847208,0.128589739,0.204703432,0.06351439,0.20542702,0.202323871,0.152412872,0.051525046,0.095475311,0.162929484,0.163430803,0.366392683,0.164691741,0.34015235,0.213359937,0.186569181,0.773789506,0.208184698,0.073927263,0.236606061,0.189036305,0.164840499,0.057235964,0.093851574,0.629040375,0.120663076,0.124628539,0.091688723,0.083581291,0.158018675,0.205500848,0.100592648,0.079390967,0.148116977,0.10697577,0.106888872,0.086219998,0.047336488,0.089791757,0.039272751,0.070450492,0.035818461,497
M-142,146.1975,0.062552451,4.675,0,3.1,1.61775,0.167877117,4.2975,6.25925,6.80251,2374.625,33.715,24.86,-1.475,2.475,-1.539010437,154.525,52.7,0.349,246.55,111.225,42,0.383295832,0.684233741,161.9047619,28.91094437,6.299343809,2.932163188,0.837679805,0.159367894,0.246782868,0.834630454,0.882852498,0.883555275,0.895493863,0.083768713,0.105679068,0.132360221,0.114734433,0.122878498,0.168593493,0.128752428,0.20911361,0.091791721,0.168287577,0.21429872,0.149130004,0.086004901,0.106284044,0.182476022,0.179424508,0.418531018,0.180238483,0.379906896,0.242492345,0.20264069,0.770843779,0.223727573,0.101480359,0.233961318,0.208154622,0.172836928,0.089614228,0.1489736,0.758312263,0.13764911,0.132623444,0.143652927,0.146044667,0.173260764,0.212713608,0.152727503,0.140352551,0.225641796,0.195522305,0.16337413,0.153404936,0.079382044,0.123010761,0.073903782,0.108420232,0.070647523,484
M-143,144.019099,0.068801295,4.72326,0,3.08501,1.6195248,0.154722713,4.2977428,6.1176874,6.794216848,2347.05615,32.996891,24.865213,-1.448521142,2.172790224,-1.600665681,158.16526,49.31752,0.3595638,250.9282,114.1667,38.12638,0.34982322,0.694127898,154.012281,29.78782673,6.301479511,3.207080567,0.91244806,0.154064647,0.233936124,0.873083022,0.882051121,0.953513856,0.978146466,0.089844737,0.106870906,0.139645067,0.121904947,0.128890806,0.15716062,0.137479665,0.227773813,0.07981289,0.210468616,0.228506132,0.166145345,0.068745366,0.10464172,0.18086965,0.177254039,0.394351885,0.177575435,0.367707231,0.226485654,0.200220153,0.753079986,0.231269621,0.089290817,0.249210144,0.212731045,0.180116357,0.073235856,0.123950844,0.705610103,0.13445555,0.134087394,0.117979523,0.111479768,0.1673483,0.20802098,0.126507601,0.106211697,0.179318334,0.139737058,0.134631293,0.115397025,0.062661205,0.112033089,0.054623756,0.091873312,0.050298291,575
M-144,144.903777,0.063186406,4.84772,0,3.34775,1.6884416,0.18491923,4.3368682,6.3322684,6.840183813,2442.44975,33.060268,24.760378,-2.249421286,3.00555588,-1.530412707,168.53938,61.99855,0.3426016,275.94963,117.32336,50.34667,0.391802449,0.666442636,188.6178914,28.82981499,6.653610032,2.718440673,0.838750576,0.190494714,0.29275231,0.764979685,0.840537745,0.903994671,0.932477789,0.105802461,0.131941238,0.184780067,0.146818186,0.151109419,0.185757073,0.155916244,0.280743409,0.140105646,0.186781989,0.295024265,0.192214796,0.136626067,0.134580932,0.237016724,0.22021212,0.500344153,0.21805744,0.462357212,0.278738603,0.242186922,0.733378423,0.295815372,0.149462972,0.270215989,0.282557205,0.21997669,0.139542053,0.239247844,0.817371522,0.178161625,0.160761916,0.218602524,0.224682463,0.200210483,0.21972545,0.226163175,0.215473567,0.310229097,0.283253084,0.240513788,0.233488024,0.131061892,0.190087258,0.126460316,0.172564382,0.121182254,541
M-145,143.143269,0.067390264,4.86774,0,3.30177,1.6806918,0.173469936,4.3319046,6.1971162,6.827883969,2409.05895,32.509986,24.778248,-1.99346458,2.563006482,-1.603327405,169.91856,57.77187,0.3528156,275.95299,119.12766,45.81003,0.362647551,0.692187496,178.5329498,30.12137677,6.608049727,2.941198891,0.886773897,0.181197941,0.274768564,0.808372431,0.871229389,0.945703028,0.983681058,0.108408087,0.129569841,0.184449644,0.148972755,0.152712073,0.172691391,0.160069633,0.288379428,0.122865399,0.222541329,0.297440671,0.202048042,0.114267929,0.129164964,0.228184995,0.212855767,0.466738021,0.210643258,0.439852768,0.259106385,0.234858977,0.715270071,0.293111489,0.131212559,0.280232966,0.276643882,0.220529783,0.11702603,0.204002431,0.79504607,0.169965552,0.158420356,0.185694093,0.183335379,0.191395504,0.214708941,0.192997644,0.175022962,0.257064986,0.221389585,0.204985499,0.189385026,0.106531923,0.171486281,0.098973556,0.149220238,0.092582036,504
M-146,144.546417,0.063140595,4.89579,0,3.41664,1.7081101,0.187252001,4.3478744,6.3526461,6.850757597,2461.33145,32.878813,24.733083,-2.413161389,3.107583611,-1.517150686,172.43623,64.58295,0.3408298,284.12309,119.01985,52.66637,0.390217703,0.655029878,195.9522745,28.63493346,6.755569076,2.669996183,0.835891569,0.199048962,0.305382193,0.745855657,0.817471497,0.906368207,0.939377129,0.112076891,0.139475982,0.199732752,0.155838992,0.159023589,0.190297504,0.163447657,0.301317662,0.154046243,0.191708395,0.318260191,0.204533558,0.151241626,0.142835639,0.252718438,0.231678703,0.52339784,0.228649726,0.485895075,0.288490277,0.253133125,0.72698886,0.316904227,0.163689817,0.279997061,0.304450857,0.233614681,0.154376589,0.265429519,0.813262472,0.189554457,0.16868092,0.239670878,0.246786983,0.20780112,0.221781677,0.246720328,0.236501102,0.33307909,0.306959229,0.261849565,0.255636016,0.146913672,0.209691509,0.1426627,0.191334399,0.136849026,531
M-147,142.3,0.026975541,5,0,3.5,1.7,0.157620718,4.37,6.835,7.05725,2715.75,34.325,24.8,-3,4.5,-1.386294361,185.75,66.75,0.3425,291.5,136,59.5,0.28630259,0.55646659,203.0418251,28.30266998,6.964478818,2.782771536,0.318162129,0.205332008,0.311417772,0.71918199,0.628123072,0.390177631,0.414723962,0.125891691,0.151164549,0.211314602,0.175221753,0.195340101,0.259340841,0.18420443,0.36531048,0.169710127,0.219435118,0.347258201,0.290487569,0.193312113,0.153049024,0.262472514,0.246673757,0.624471343,0.255661466,0.596685986,0.334393284,0.268719028,0.762224478,0.368492971,0.177772522,0.299091466,0.327542255,0.301763868,0.19123257,0.280115656,0.566714023,0.288578613,0.211902303,0.25893613,0.311248584,0.358386746,0.375118881,0.278774569,0.312168524,0.385083073,0.416684239,0.281757861,0.324057892,0.160704512,0.275771885,0.175670435,0.286022596,0.187102906,431
M-148,127.66544,0.036527108,8.556,0.074,6.8524,1.824832,0.060491402,4.75226,4.09376,7.42037772,1690.460406,28.78152,24.95932,-1.69732096,10.75226752,-1.497462712,149.8572,122.156,0.329256,281.4216,141.3388,102.5612,0.413902687,0.531758197,364.2403063,19.35001618,11.51863878,1.226769049,0.398896785,0.829857745,0.854534849,0.38053566,0.490079278,0.307188242,0.341208394,0.771661958,0.773202275,0.810687074,0.821990129,0.78182001,0.742832289,0.822527519,0.632844039,0.804112096,0.917591522,0.761708668,0.75804387,0.808632385,0.767820482,0.823273937,0.835371398,0.812672316,0.801553516,0.80687191,0.787897078,0.840514862,0.187322132,0.687266193,0.833063911,0.888492177,0.751162471,0.785731826,0.835106653,0.788701583,0.174833729,0.704179062,0.738858633,0.769460941,0.783638897,0.634045208,0.655104858,0.766230606,0.748921708,0.764658096,0.73785771,0.759550721,0.752888429,0.66787108,0.664621909,0.670943257,0.618525756,0.644634045,199
M-149,140.16,0.039147616,5,0,3.4,1.686,0.143117733,4.356,6.53,6.99544,2610.6,33.24,24.82,-2.56,3.52,-1.609437912,184.4,59.4,0.358,288.4,135,50.8,0.2583668,0.611609466,185.046729,32.37419167,6.831675453,3.104377104,0.479538503,0.187783876,0.280416256,0.791907862,0.708006627,0.559888273,0.599547176,0.125891691,0.143602541,0.205416314,0.172814896,0.188913308,0.224194758,0.184917227,0.360200952,0.136938516,0.268417934,0.340498556,0.286070783,0.147164177,0.140826358,0.243854651,0.230154185,0.546061506,0.236539935,0.533073117,0.292496316,0.252345394,0.696323001,0.348893091,0.14338648,0.309375174,0.309028531,0.285058714,0.144973765,0.218184258,0.565454624,0.25399873,0.198514746,0.200690929,0.230786049,0.312842583,0.336836295,0.216587712,0.229541219,0.286910891,0.291769499,0.219667758,0.239125338,0.115775935,0.225475935,0.120446518,0.221950644,0.12418848,443
M-150,139.586125,0.037054019,5.16677,0,3.50007,1.7983693,0.185773852,4.3884211,6.9251385,7.140342804,2790.0558,33.133996,24.733828,-4.222391113,4.889084446,-1.791775304,204.33742,74.00148,0.3466736,325.33984,146.00292,66.16799,0.304770399,0.628868358,226.5375469,37.34306716,7.142492075,2.761261261,0.44872779,0.221255549,0.297739407,0.701655115,0.733153435,0.562199191,0.607108813,0.148605275,0.159997832,0.278029344,0.203552606,0.228742762,0.25655984,0.211247932,0.461456255,0.213047686,0.269165479,0.444708779,0.356177102,0.240388085,0.153057703,0.291940967,0.248882084,0.638871295,0.261743681,0.623003958,0.309882868,0.267158573,0.611376581,0.423548855,0.2053393,0.307247014,0.382799922,0.336176918,0.221623806,0.371233291,0.772141482,0.335053496,0.220470415,0.317359961,0.374317762,0.420244287,0.418766923,0.342956827,0.379455068,0.434913695,0.469677866,0.341738617,0.387729497,0.210161503,0.357766734,0.229204199,0.367473923,0.24204119,510
M-151,141.18,0.02903714,5.2,0,3.6,1.832,0.194629561,4.406,7.248,7.2186,2910,33.98,24.7,-5.28,6.24,-1.609437912,209.4,82.8,0.332,335.2,149,76.2,0.320347883,0.557934415,247.9041916,33.66066412,7.315886462,2.528985507,0.343699825,0.242455328,0.326118482,0.624911116,0.623040045,0.452300376,0.486502777,0.153220135,0.16961585,0.29780036,0.211709702,0.242139333,0.29219352,0.215852594,0.486523639,0.256039913,0.228220423,0.471783936,0.374229823,0.298062624,0.165625969,0.317675847,0.265988635,0.723380305,0.282522519,0.694860548,0.347280359,0.283110447,0.662111934,0.456246113,0.247766278,0.297112758,0.414522708,0.361116297,0.277253375,0.457706608,0.714028373,0.379242638,0.235179191,0.388183661,0.468562518,0.479164088,0.46525112,0.420551864,0.478799315,0.546984405,0.609819363,0.415392912,0.484846927,0.277012494,0.430563725,0.31097932,0.455382317,0.335679979,498
M-152,138.45,0.034648859,5.25,0,3.75,1.7225,0.149280502,4.3625,6.95,7.037275,2777.5,33.875,24.75,-3.25,3.25,-1.386294361,202.25,59,0.38,311.5,148,50.5,0.174403175,0.68826917,190.3225806,28.76442175,6.893069222,3.427966102,0.412004699,0.230526698,0.341888085,0.914860778,0.824908144,0.524581096,0.561474024,0.160219699,0.184248336,0.257078999,0.211432054,0.229848756,0.299629266,0.226526721,0.466034429,0.148308259,0.397985384,0.424830573,0.376173209,0.158966379,0.185155662,0.306054656,0.282957331,0.721999417,0.290932537,0.688755448,0.374950361,0.309534315,0.725389717,0.460136053,0.164334111,0.425199264,0.396519756,0.379393701,0.166657987,0.225057934,0.672787408,0.275418256,0.191100063,0.198288903,0.228753098,0.343624524,0.351834483,0.216218333,0.229559189,0.29440202,0.29957187,0.214847762,0.234782286,0.113481056,0.259339025,0.118245907,0.253934698,0.122196035,504
M-153,138.1,0.031480181,5.4,0,3.8,1.85,0.18561882,4.4,7.34,7.20262,2959.4,33.62,24.66,-4.64,4.64,-1.609437912,222.6,76.6,0.362,351.2,158.6,69,0.231338811,0.660300875,240.1253918,34.96171869,7.256313856,2.906005222,0.367975109,0.261486032,0.349949835,0.782557516,0.774772307,0.501371336,0.541837263,0.181620282,0.19683908,0.33686388,0.24089456,0.270367476,0.3236274,0.249525099,0.572182048,0.240951596,0.372577523,0.538700055,0.446347098,0.272983608,0.1918427,0.35487735,0.295250708,0.805376805,0.311396421,0.772694382,0.379214185,0.315613332,0.627900868,0.534121051,0.240164753,0.397664567,0.47415472,0.426246745,0.261473564,0.411329394,0.812617713,0.368567091,0.218491072,0.339084684,0.401797034,0.467080573,0.446485755,0.369071937,0.410846018,0.473138712,0.514654836,0.361836032,0.413418532,0.229124342,0.421613991,0.251712172,0.43407346,0.267138323,552
M-154,139.83046,0.040740277,4.7773,0.1111,3.1108,1.718717,0.138372434,4.370674,5.831639,6.7594351,2275.26945,30.85247,24.61976,-8.98585688,9.77582232,-1.581035636,170.9829,54.8834,0.361075,273.0838,122.9877,44.6622,0.344225013,0.725100065,171.799194,20.92374499,6.970926235,3.115384615,0.500078964,0.134011243,0.22050718,0.807670448,0.899442766,0.516895395,0.538852624,0.096722533,0.111255669,0.186948497,0.141870313,0.133070595,0.102343158,0.138699356,0.280595713,0.105900873,0.227312564,0.280578991,0.208820444,0.104055351,0.10747224,0.210844293,0.188766373,0.360988889,0.178974744,0.351246618,0.192246362,0.199390058,0.755182679,0.268457524,0.10947421,0.256999114,0.247898762,0.209974094,0.100987113,0.191140485,0.655774846,0.166728345,0.172212424,0.167337692,0.176602647,0.142629792,0.138655658,0.166710012,0.161075077,0.199763616,0.182071663,0.177463869,0.175336794,0.090764256,0.165205483,0.087668501,0.15107176,0.085773585,486
M-155,139.725,0.023104619,5.5,0,4,1.905,0.190916694,4.425,7.8475,7.316225,3151.75,34.8,24.6,-6.5,6.5,-1.386294361,233.5,88.25,0.3475,370,165.5,82.25,0.223386762,0.568742303,270.4980843,29.82815617,7.507228766,2.645892351,0.258408642,0.298792213,0.399134794,0.709920938,0.631572593,0.382879329,0.41192132,0.196222245,0.219222626,0.377941245,0.260751128,0.298339036,0.387453982,0.264750432,0.634412322,0.304920889,0.345052341,0.599109471,0.493880544,0.357614679,0.219476551,0.405357769,0.328658015,0.964794188,0.350958666,0.91034657,0.44654114,0.347464531,0.688554957,0.608679282,0.307405671,0.405690876,0.541996394,0.484537906,0.348444803,0.534044563,0.713971013,0.432716774,0.236558715,0.433592986,0.527187991,0.553566219,0.51141393,0.474245735,0.544993043,0.626813332,0.706229697,0.458521896,0.540696338,0.32218432,0.538288008,0.365919479,0.572652422,0.398529663,454
M-156,139.45,0.042492507,5,0,3.5,1.7325,0.14368556,4.3825,6.1375,6.8569,2443.25,31.175,24.675,-2.75,3.75,-1.386294361,182,58.75,0.36,294.25,129.25,46.25,0.291182873,0.690922845,183.59375,25.41174111,7.084864499,3.09787234,0.522484168,0.181961832,0.297038523,0.793156731,0.837839142,0.572186963,0.609899925,0.125891691,0.151164549,0.225007057,0.177370732,0.174508394,0.157303826,0.179749452,0.351117345,0.134040347,0.274738297,0.35325466,0.260674266,0.123029337,0.153049024,0.272204968,0.248165155,0.513214142,0.241021437,0.500243098,0.269531376,0.265749101,0.762224478,0.357387924,0.147366422,0.333231147,0.332031915,0.278548617,0.130853959,0.225786964,0.648308719,0.214370951,0.19966096,0.198438046,0.19215639,0.212215972,0.215011391,0.202383786,0.180587168,0.242611673,0.204637666,0.211215536,0.191808081,0.112054631,0.205264348,0.103063172,0.176249402,0.095237557,440
M-157,145.66771,0.062482316,4.76461,0,3.23523,1.6558493,0.179879674,4.3187372,6.3098763,6.823475481,2413.4817,33.41699,24.805386,-1.937641385,2.82342353,-1.528451879,161.82025,57.99891,0.3446988,262.11237,114.29179,46.82267,0.393596779,0.678465196,177.0145087,28.73363984,6.488445562,2.790056744,0.833435067,0.17671351,0.272811537,0.79363591,0.868156352,0.890043634,0.9099356,0.095100418,0.119625064,0.159871092,0.131454728,0.137632051,0.178967578,0.142776629,0.245906762,0.118517025,0.175101149,0.256270429,0.170841977,0.11437449,0.121459867,0.211739977,0.20157758,0.464570927,0.200860136,0.42509029,0.263643201,0.224262636,0.75235474,0.261377472,0.12783573,0.252510952,0.247191947,0.197366705,0.117322779,0.199079866,0.808933624,0.159729624,0.147658877,0.186082654,0.19116787,0.188239918,0.216795987,0.194447023,0.183610846,0.275657613,0.248011068,0.207453999,0.199811404,0.107805571,0.159449998,0.102974981,0.143727137,0.098732033,600
M-158,145.488904,0.063051438,4.76688,0,3.23216,1.6553816,0.178876148,4.3180856,6.2975728,6.821912876,2410.6312,33.360916,24.804004,-1.924856365,2.789905171,-1.542597271,162.00456,57.66628,0.3455432,262.2482,114.47536,46.4582,0.390993814,0.680351873,176.2263911,28.99371863,6.482574017,2.809346467,0.840447814,0.175857947,0.271333783,0.796728608,0.870027924,0.896748919,0.917559971,0.095390267,0.119514804,0.159999953,0.131685011,0.137799257,0.177727317,0.143131034,0.24684988,0.117220473,0.17813974,0.256812282,0.171844144,0.112644104,0.121108158,0.211175697,0.201053815,0.46187577,0.200317342,0.423409412,0.26197338,0.223715359,0.747994195,0.261461178,0.126474872,0.253442344,0.247021381,0.197604952,0.11560188,0.196394919,0.806510993,0.158677921,0.1465197,0.183476968,0.187834868,0.187121898,0.215471635,0.191804916,0.180333885,0.271210149,0.242790329,0.20459769,0.196210312,0.105941286,0.158147191,0.100857009,0.14200708,0.096503034,491
M-159,144.88744,0.064975813,4.77773,0,3.22219,1.6544279,0.174999161,4.3177346,6.2543819,6.819354028,2401.0871,33.166335,24.810863,-1.876505679,2.666613334,-1.581087939,162.77615,56.44388,0.3488854,262.88626,115.22107,45.11066,0.381029929,0.686980286,173.3761768,29.68807889,6.479413004,2.883858268,0.864032388,0.173734003,0.266449083,0.810693049,0.876762283,0.918928562,0.943225944,0.096777574,0.119324771,0.161129422,0.133238267,0.139084247,0.174049517,0.145282923,0.250970959,0.112570366,0.190601773,0.259382636,0.17608855,0.106348771,0.119968264,0.209500675,0.19954768,0.452671851,0.198725211,0.417869379,0.25632798,0.222186645,0.736447163,0.26219815,0.121573259,0.25752469,0.246760788,0.198844573,0.109345655,0.186740966,0.796084989,0.157414887,0.147595993,0.174111665,0.175713349,0.185291634,0.215012794,0.182306488,0.168416661,0.255166229,0.223816167,0.194334622,0.183113139,0.099182235,0.153500211,0.093167555,0.135744195,0.0884131,559
M-160,144.185148,0.06679944,4.78933,0,3.21043,1.6531083,0.170497915,4.3167126,6.2045507,6.815469214,2389.9283,32.941117,24.815045,-1.817065486,2.526164213,-1.603549996,163.62667,55.05098,0.352621,263.57104,116.04915,43.57764,0.369599449,0.693909223,170.0734191,30.04717085,6.470216455,2.972275335,0.885307729,0.170974167,0.26074274,0.825525818,0.88307416,0.938165462,0.966429708,0.098264267,0.119038244,0.162213979,0.1347921,0.140342339,0.169553968,0.14747716,0.255483713,0.107205356,0.204467444,0.262142803,0.180772563,0.099114838,0.118628241,0.207473539,0.197704906,0.442028935,0.196790517,0.411391518,0.24977953,0.220297094,0.730758994,0.26288881,0.115996359,0.261922433,0.246344192,0.200125458,0.102247143,0.175694113,0.782602973,0.15518448,0.14722001,0.16338141,0.161869398,0.18251426,0.213147189,0.171432031,0.154815517,0.237004569,0.202396195,0.182564469,0.168141926,0.091656952,0.148042943,0.084645897,0.128446512,0.079499162,577
M-161,143.56,0.068128387,4.8,0,3.2,1.652,0.166322854,4.316,6.16,6.8123,2380,32.74,24.82,-1.76,2.4,-1.609437912,164.4,53.8,0.356,264.2,116.8,42.2,0.359130187,0.69947772,167.0807453,30.08837822,6.463810505,3.055762082,0.899897802,0.168576051,0.255691155,0.838896032,0.88754141,0.950574954,0.982393823,0.099634951,0.118799153,0.163251979,0.13625818,0.141538253,0.165576922,0.149534009,0.25961515,0.102374499,0.217096583,0.264685873,0.185050064,0.092592916,0.117443869,0.205694876,0.196092368,0.43258258,0.19509468,0.405658284,0.243971961,0.21864775,0.730534067,0.263538639,0.111025702,0.265899337,0.246000704,0.201297106,0.095915737,0.165806578,0.768697306,0.153443014,0.1474106,0.153768252,0.149452205,0.180249664,0.21191352,0.161695142,0.142623322,0.220878363,0.183374259,0.17201227,0.154703778,0.085058671,0.143066568,0.077200646,0.121790709,0.071751596,602
M-162,146.55,0.059043942,4.75,0,3.25,1.6575,0.185188977,4.32,6.3725,6.828325,2427.5,33.7,24.8,-2,3,-1.386294361,160.75,59.75,0.34,261.25,113.25,48.75,0.407485783,0.668029337,181.0606061,25.98020119,6.499837227,2.690376569,0.78949901,0.180096318,0.280046504,0.774211518,0.856783832,0.847177415,0.862224053,0.09323822,0.119971264,0.158493324,0.129491474,0.136037971,0.184513696,0.140011048,0.24026896,0.125178636,0.157811574,0.252813975,0.164995649,0.123360859,0.123156636,0.21429152,0.203891951,0.478093782,0.203293311,0.433301875,0.271958182,0.226630914,0.799059239,0.260456724,0.134946073,0.246836854,0.247690449,0.195698423,0.126378455,0.213012969,0.820713,0.162507565,0.148073595,0.199583688,0.208588227,0.191711305,0.219091241,0.208149373,0.200750715,0.29903574,0.275625895,0.222236502,0.218615976,0.117796674,0.165998837,0.114386012,0.152527463,0.110808649,538
M-163,139.475,0.042590254,5,0,3.25,1.7075,0.155466769,4.37,6.27,7.054575,2577,32.45,24.875,-2.75,3.25,-1.386294361,187,69.25,0.335,302.25,132.5,60.75,0.283144854,0.492816148,208.2706767,26.95338969,6.964478818,2.700361011,0.523922925,0.182166834,0.246900353,0.617452512,0.500445199,0.587056225,0.647805154,0.125891691,0.132259528,0.214474399,0.175221753,0.195061963,0.198604522,0.186877417,0.370041525,0.180856934,0.195733755,0.370698904,0.27502882,0.199942564,0.123156636,0.228195026,0.209431428,0.462911988,0.218645012,0.482433396,0.24805782,0.228285588,0.799059239,0.332639532,0.168474228,0.237779388,0.309845999,0.257175846,0.177155077,0.302279903,0.48844128,0.287480299,0.228773157,0.278247437,0.322597004,0.356407401,0.387836505,0.298320946,0.323254616,0.371435682,0.391612693,0.304796244,0.338120605,0.177179571,0.280408468,0.189290401,0.283809414,0.196957769,433
M-164,141.125,0.040691228,4.75,0,3,1.5675,0.032333549,4.295,6.4575,6.9712,2539.5,34.375,25,-0.25,1.75,-1.386294361,165,43.25,0.3725,242.5,129.25,37,0.187340382,0.4298884,137.8486056,29.02115177,6.277388523,3.815028902,0.504564723,0.137835249,0.203771616,0.912742072,0.401873097,0.57686901,0.606806051,0.09323822,0.102011494,0.122471636,0.125408414,0.150150841,0.205285517,0.146782615,0.255550236,0.05528816,0.255382184,0.213973275,0.23213079,0.064150936,0.0954785,0.155736372,0.164519054,0.417110252,0.176601968,0.405911083,0.234305919,0.188615844,0.835894,0.237241887,0.06497132,0.253804136,0.190986629,0.215044465,0.064616506,0.06782858,0.045954149,0.204124155,0.160376063,0.071676105,0.101211914,0.295090918,0.354787308,0.088922135,0.104797626,0.135737783,0.144618239,0.084901938,0.106292254,0.035445605,0.110116428,0.038414455,0.114173208,0.044750337,238
